LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
745,81110,145746,12982,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8915123233040672605 src: /10.250.10.176:58294 dest: /10.250.10.176:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} src: {dest} dest: {dest_port},174,19,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} from {src} to {dest},171,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
746,81110,145749,12962,INFO,dfs.DataNode$PacketResponder,Received block blk_-5633587983998853189 of size 67108864 from /10.251.73.220,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} bytes from {ip_address},155,13,Received block {block} of size {size} from {address},154,15,Received block {block} of size {size} from {ip},155,15,Received block {block} of size {size} from {ip},153,16,Received block {block} of size {size} from {source},153,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
747,81110,145818,12949,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2570966823909513791 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
748,81110,145931,12812,INFO,dfs.DataNode$PacketResponder,Received block blk_-6168484338203583997 of size 67108864 from /10.251.39.192,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} of size {size} from {source},155,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {ip},155,15,Received block {block} of size {size} from {address},153,16,Received block {block} of size {size} from {host},153,16,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
749,81110,145944,12814,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3172594752427649592 src: /10.251.198.196:57807 dest: /10.251.198.196:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},174,18,Receiving block {src} src: {src} dest: {dest},176,17,Receiving block {block} src: {src} dest: {dest},175,17,Receiving block {block} src: {src} dest: {dest},176,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
750,81110,150009,12830,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_8285441926344578159 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
751,81110,150125,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_7415823309220171667 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {nameSystem} {addStoredBlock} blockMap updated: {ip}:{port} is added to {block} size {size},171,33,BLOCK* {name}NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},174,33,BLOCK* {system} {action}: {blockMap} updated: {address} is added to {block} size {size},173,29,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{blockId} size {size},171,34,BLOCK* {blockName}.{methodName}: {blockName} updated: {host}:{port} is added to {blockName} size {size},171,35,BLOCK* <*> <*> blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* <*> <*>: <*> updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>: <*> updated: <*> is added to <*> size <*>
752,81110,150205,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000116_0/part-00116. blk_6749232449432458524,E7,BLOCK* NameSystem.allocateBlock: <*> <*>,"BLOCK* NameSystem.allocateBlock: {path}'

The template of 'BLOCK* NameNode.deleteBlock: blk_1025757807273797925' is 'BLOCK* NameNode.deleteBlock: {block}'

The template of 'INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem.getAdditionalDatanodeRequired(): Adding datanode 10.1.2.10:50010 ip-10-1-2-10.ec2.internal to the existing set of datanodes' is 'INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem.getAdditionalDatanodeRequired(): Adding datanode {datanode} to the existing set of datanodes'

The template of 'INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem.getAdditionalDatanodeRequired(): No more datanodes are required for this Namesystem' is 'INFO org.apache.hadoop.hdfs.server.namenode.FS",184,256,BLOCK* NameSystem.allocateBlock: {name},188,14,BLOCK* {fs} NameSystem.allocateBlock: {path} blk_{block},187,22,BLOCK* NameSystem.allocateBlock: {path},188,14,BLOCK* NameSystem.allocateBlock: /user/{username}/{dir}/{file}. blk_{blkid},183,25,BLOCK* NameSystem.allocateBlock: /user/root/{user}/{dir}/{file},183,20,BLOCK* NameSystem.allocateBlock: <*>' The template of 'BLOCK* NameNode.deleteBlock: blk_1025757807273797925' is 'BLOCK* NameNode.deleteBlock: <*>' The template of 'INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem.getAdditionalDatanodeRequired(): Adding datanode <*> ip-<*>-<*>-<*>-<*>.ec2.internal to the existing set of datanodes' is 'INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem.getAdditionalDatanodeRequired(): Adding datanode <*> to the existing set of datanodes' The template of 'INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem.getAdditionalDatanodeRequired(): No more datanodes are required for this Namesystem' is 'INFO org.apache.hadoop.hdfs.server.namenode.FS,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* <*> NameSystem.allocateBlock: <*> <*>,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* NameSystem.allocateBlock: <*> <*>,BLOCK* NameSystem.allocateBlock: <*>
753,81110,150238,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_-5427918313707752877 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {module}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},171,31,BLOCK* {name} is added to blk_{size},175,15,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},175,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},171,31,{host}:{port} added to {name} size {size},171,16,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*> added to <*> size <*>
754,81110,150240,12700,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4673509946769671609 src: /10.251.30.85:34022 dest: /10.251.30.85:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},170,18,Receiving block {src} src: {src} dest: {dest},172,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} src: {src} dest: {dest},172,17,Receiving block {block} src: {src} dest: {dest},169,17,Receiving block {block} from {src} to {dest},169,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
755,81110,150254,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-7803343374223161433,E14,Verification succeeded for <*>,Verification succeeded for block {block},128,9,Verification succeeded for block {blk},131,10,Verification succeeded for {block},130,8,Verification succeeded for blk_{block},131,10,Verification succeeded for {block},128,8,Verification succeeded for {block},128,8,Verification succeeded for block <*>,Verification succeeded for block <*>,Verification succeeded for <*>,Verification succeeded for <*>,Verification succeeded for <*>,Verification succeeded for <*>
756,81110,150316,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-3275237990609680332 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {name} is added to {block} size {size},172,16,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{blk} size {size},176,35,BLOCK* {block_name} {size},175,12,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},176,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},172,31,BLOCK* {blockName}.{method}(): {blockSize} bytes at {blockAddress} size {size},172,26,BLOCK* <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>(): <*> bytes at <*> size <*>
757,81110,150436,13158,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8584158329012779023 src: /10.250.19.16:50122 dest: /10.250.19.16:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},170,18,Receiving block {src} src: {dest} dest: {dest},172,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} src: {src} dest: {dest},172,17,Receiving block {block} src: {src} dest: {dest},169,17,Receiving block {block} src: {src} dest: {dest},169,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
758,81110,150455,13155,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4468166796563085237 src: /10.251.215.50:53705 dest: /10.251.215.50:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} from {dest}: {protocol},174,14,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} from {src} to {dest},171,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*>: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
759,81110,150531,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000315_0/part-00315. blk_-463998587096565542,E7,BLOCK* NameSystem.allocateBlock: <*> <*>,BLOCK* NameSystem.allocateBlock: {path},183,13,BLOCK* {name} System.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000315_0/part-00315. blk_-463998587096565542,188,87,BLOCK* NameSystem.allocateBlock: {path} blk_-{blockId},187,22,BLOCK* NameSystem.allocateBlock: {path},188,14,BLOCK* NameSystem.allocateBlock: /user/{username}/{pathname}/part-{partition}-{index}. blk_{blockid},182,31,BLOCK* {name}.{method}: {file} {line} {msg},182,19,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* <*> System.allocateBlock: <*> blk_-<*>,BLOCK* NameSystem.allocateBlock: <*> blk_-<*>,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* NameSystem.allocateBlock: <*> <*>,BLOCK* <*>: <*> <*> <*>
760,81110,150600,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_578261619176233743 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {service} {action}: {info} is added to {block} size {size},170,22,BLOCK* {name}NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},173,33,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},172,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},173,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},170,33,"BLOCK* {blockNameSpace}.{method} {target} {source}: {result}, {size}",170,25,BLOCK* <*> <*>: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"BLOCK* <*> <*> <*>: <*>, <*>"
761,81110,150618,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_-3897674589140998025 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {system}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},171,31,BLOCK* {stored_block} is added to {block_map} from {ip}:{port} size {size}.,175,29,BLOCK* {block_name} is added to {block_hash} size {block_size},174,23,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},175,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},171,31,{name}NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},171,32,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> is added to <*> from <*> size <*>.,BLOCK* <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
762,81110,150751,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.17.225:50010 is added to blk_-3573208405519699182 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {system}.addStoredBlock: blockMap updated: {host} is added to {block} size {size},171,28,BLOCK* {name}NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},175,33,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},175,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},171,31,BLOCK* {eventName} : {blockMap} updated: {ipAddress}:{port} is added to {blockId} size {size},171,32,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> : <*> updated: <*> is added to <*> size <*>
763,81110,150809,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_4154740411570608045 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {name} {action}: {detail1} is added to {detail2} size {size},171,24,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},174,30,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},173,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},171,33,BLOCK* {nameSystem}.addStoredBlock: blockMap updated: {host}:{port} is added to blk_{size} size {size},171,35,BLOCK* <*> <*>: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
764,81110,150933,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.179:50010 is added to blk_8188837227311063557 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {block} is added to {name} size {size},172,16,BLOCK* {ip}:{port} NameSystem.addStoredBlock: blockMap updated: {size} is added to blk_{hex_hash},175,35,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip_address}:{port} is added to {block}.size({size}),174,34,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},175,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},172,33,{name}NameSystem.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},172,32,BLOCK* <*> is added to <*> size <*>,BLOCK* <*> NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>.size(<*>),BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
765,81110,151115,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.191:50010 is added to blk_-4208396523159735354 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {component}.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},171,31,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{blkname} size {size},175,36,BLOCK* {system} {action} {block} size {size},174,17,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},175,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},171,31,BLOCK* {nameSystem}.addStoredBlock: {blockMap} updated: {ip}:{port} is added to {blk} size {size},171,36,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> <*> <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: <*> updated: <*> is added to <*> size <*>
766,81110,151202,13109,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7572868180557515526 src: /10.251.214.130:38983 dest: /10.251.214.130:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},174,18,Receiving block {src} src: {src_ip} dest: {dest_ip},175,21,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},175,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
767,81110,151229,13144,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1733803097614960767 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
768,81110,151307,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000152_0/part-00152. blk_-7603795308074215276,E7,BLOCK* NameSystem.allocateBlock: <*> <*>,"BLOCK* NameSystem.allocateBlock: {path}'

The template of 'INFO mapred.JobTracker: Adding task (JOB_CANCEL[13]) 'attempt_200811101024_0003_r_000152_0' to tip task-queue, for tracker 'tracker_yarn-yarn-resourcemanager-vm0:45454' ' (JOB_CANCEL[13]) 'attempt_200811101024_0003_r_000152_0' to tip task-queue, for tracker 'tracker_yarn-yarn-resourcemanager-vm0:45454' ' (JOB_CANCEL[13]) 'attempt_200811101024_0003_r_000152_0' to tip task-queue, for tracker 'tracker_yarn-yarn-resourcemanager-vm0:45454' ",184,256,BLOCK* NameSystem.allocateBlock: {block},189,14,BLOCK NameSystem.allocateBlock: {path} {block},188,16,BLOCK* NameSystem.allocateBlock: {path},189,14,BLOCK* NameSystem.allocateBlock: /user/{username}/{filepath}/blk_{block},183,22,BLOCK* {block} NameSystem.allocateBlock: {file} {path},183,18,"BLOCK* NameSystem.allocateBlock: <*>' The template of 'INFO mapred.JobTracker: Adding task (JOB_CANCEL[<*>]) 'attempt_200811101024_0003_r_000152_0' to tip task-queue, for tracker 'tracker_yarn-yarn-resourcemanager-vm0:<*>' ' (JOB_CANCEL[<*>]) 'attempt_200811101024_0003_r_000152_0' to tip task-queue, for tracker 'tracker_yarn-yarn-resourcemanager-vm0:<*>' ' (JOB_CANCEL[<*>]) 'attempt_200811101024_0003_r_000152_0' to tip task-queue, for tracker 'tracker_yarn-yarn-resourcemanager-vm0:<*>'",BLOCK* NameSystem.allocateBlock: <*>,BLOCK NameSystem.allocateBlock: <*> <*>,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* <*> NameSystem.allocateBlock: <*> <*>
769,81110,151427,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000344_0/part-00344. blk_-2004529166303428909,E7,BLOCK* NameSystem.allocateBlock: <*> <*>,"BLOCK* NameSystem.allocateBlock: {path}'

The template of 'block -1979752828587459570 not found in cache' is 'block {block} not found in cache'

The template of 'BlockManager: dropping BP-1872052727-127.0.1.1-1415343678064:blk_-6952295868487656571 (size: 1572864, free: 0)' is 'BlockManager: dropping {bp} ({size} bytes, {0} free)'
*/
public class LogTemplate {
    public String getTemplate(String log) {
        String[] tokens = log.split("" "");
        StringBuilder sb = new StringBuilder();
        for (int i = 0; i < tokens.length; i++) {
            if (i == 0) {
                sb.append(tokens[i]);
            } else if (i == 1) {
                sb.append",184,256,BLOCK* {name} System.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000344_0/part-00344. blk_-2004529166303428909,189,88,BLOCK* NameSystem.allocateBlock: {path} blk_-{blockId},188,22,BLOCK* NameSystem.allocateBlock: {path}. blk_{id},189,19,BLOCK* NameSystem.allocateBlock: /user/{username}/{path}/part-{partition}{suffix}. blk_{blockid},183,30,BLOCK* {block}NameSystem.allocateBlock: {nameSpace}/{objectId}/part-{partition}-{index},183,26,"BLOCK* NameSystem.allocateBlock: <*>' The template of 'block -<*> not found in cache' is 'block <*> not found in cache' The template of 'BlockManager: dropping BP-<*>-<*>-<*>:blk_-<*> (size: <*>, free: <*>)' is 'BlockManager: dropping <*> (<*> bytes, <*> free)' */ public class LogTemplate { public String getTemplate(String log) { String[] tokens = log.split("" ""); StringBuilder sb = new StringBuilder(); for (int i = <*>; i < tokens.length; i++) { if (i == <*>) { sb.append(tokens[i]); } else if (i == <*>) { sb.append",BLOCK* <*> System.allocateBlock: <*> blk_-<*>,BLOCK* NameSystem.allocateBlock: <*> blk_-<*>,BLOCK* NameSystem.allocateBlock: <*>. <*>,BLOCK* NameSystem.allocateBlock: <*> <*>,BLOCK* <*>.allocateBlock: <*>/<*>/part-<*>-<*>
770,81110,151503,13083,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5817942497672492100 src: /10.251.107.19:35639 dest: /10.251.107.19:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} from {src} to {dest},171,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
