LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
375,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3086255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {packageName}, ApplicableState: {applicableState}, CurrentState: {currentState}",140,32,"Read out cached package applicability for package: Package_for_KB3086255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",140,68,"Read out cached package applicability for package: {package name}, ApplicableState: {applicable state}, CurrentState: {current state}",139,32,"Read out cached package applicability for package:{package name}, ApplicableState:{applicable state}, CurrentState:{current state}",140,29,"Read out cached package applicability for package: <package>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>",138,29,"Read out cached package applicability for package: Package_for_KB3086255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: Package_for_KB3086255~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <package>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>","Read out cached package applicability for package: Package_for_KB3086255~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
376,2016-09-28,04:30:34,Info,CBS,Session: 30546174_857056 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,98,14,Session: [session id] initialized by client [client name],99,14,Session: {sessionId} initialized by client {clientName}.,98,14,Session: {sessionId}_initiated by client {client}.,99,16,Session: {{client}} initialized by client {{client}}.,100,14,{session} initialized by client {client}.,100,12,Session: <*> by client WindowsUpdateAgent.,Session: [session id] initialized by client [client name],Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: {<*>} initialized by client {<*>}.,<*> initialized by client <*>.
377,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3146706~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,30,"Read out cached package applicability for package: {package name}, ApplicableState: {applicable state}, CurrentState: {current state}",140,32,"Read out cached package applicability for package: {package}, ApplicableState: {applicable_state}, CurrentState: {current_state}",139,33,"Read out cached package applicability for package:{package name}, ApplicableState:{applicable state}, CurrentState:{current state}",140,29,"Read out cached package applicability for package: <packageName>, ApplicableState: <applicableState>, CurrentState:<currentState>",138,30,"Read out cached package applicability for package: Package_for_KB3146706~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <packageName>, ApplicableState: <applicableState>, CurrentState:<currentState>","Read out cached package applicability for package: Package_for_KB3146706~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
378,2016-09-28,04:30:34,Info,CBS,Session: 30546174_1497092 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_1497092 initialized by client WindowsUpdateAgent.,99,21,Session: {clientName} initialized by client {agentName}.,100,14,Session: {0} initialized by client {1}.,99,12,Session: {sessionId}_initialized by client {client}.,100,15,Session: {sessionID}_{clientName} initialized by client {clientName},101,17,Session: 30546174_1497092 initialized by client WindowsUpdateAgent.,101,28,Session: <*> initialized by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: <*> initialized by client <*>,Session: 30546174_1497092 initialized by client WindowsUpdateAgent.
379,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3182203~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",140,30,"Read out cached package applicability for package: {package}, ApplicableState: {applicablestate}, CurrentState: {currentstate}.",140,31,"Read out cached package applicability for package: {package}, ApplicableState: {applicable_state}, CurrentState: {current_state}",139,33,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",140,29,"Read out cached package applicability for package: {packageName}~{architecture}~{language}~{version}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",138,40,"Read out cached package applicability for package: Package_for_KB3182203~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>.","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3182203~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
380,2016-09-28,04:30:34,Info,CBS,Session: 30546174_1767108 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_1767108 initialized by client WindowsUpdateAgent.,99,21,Session: [client name] initialized by client [agent name].,100,14,Session: {client_name}_{session_id} initialized by client {client_name}.,99,21,Session: {sessionId}_initialized by client {client}.,100,15,Session: {sessionId}_1767108 initialized by client {clientName},101,21,Session: {sessionId} initialized by client {clientName},101,14,Session: <*> initialized by client WindowsUpdateAgent.,Session: [client name] initialized by client [agent name].,Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: <*> initialized by client <*>,Session: <*> initialized by client <*>
381,2016-09-28,04:30:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3075226~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {packageName}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",140,32,"Read out cached package applicability for package: {package name}, ApplicableState: {applicable state}, CurrentState: {current state}",140,32,"Read out cached package applicability for package: {Package_Name}~{Package_Version}~{Architecture}~{Current_State}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,50,"Read out cached package applicability for package:{package name}, ApplicableState:{state 1}, CurrentState:{state 2}",140,29,"Read out cached package applicability for package: {packageName}~{architecture}~{language}~{version}, ApplicableState: {applicableState}, CurrentState:{currentState}",138,40,"Read out cached package applicability for package: Package_for_KB3075226~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3075226~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
382,2016-09-28,04:30:34,Info,CBS,Session: 30546174_2037123 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,99,14,Session: {session_id} initialized by client {client}.,100,15,Session: {clientName} initialized by client {applicationName}.,99,14,Session: <session id> initialized by client <client name>.,100,14,Session: {sessionId}_{clientId} initialized by client {clientName}.,101,19,{session} has been initialized by client {client}.,101,14,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <session id> initialized by client <client name>.,Session: <*> initialized by client <*>.,<*> has been initialized by client <*>.
383,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3185319~31bf3856ad364e35~amd64~~11.2.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",141,31,"Read out cached package applicability for package: {package}, ApplicableState: {applicablestate}, CurrentState: {currentstate}",141,31,"Read out cached package applicability for package: {package name}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",140,32,"Read out cached package applicability for package:{package name}, ApplicableState:{state}, CurrentState:{state}.",141,26,"Read out cached package applicability for package: {packageName}~{packageVersion}~{packageArchitecture}~{packageLanguage}, ApplicableState: {applicableState}, CurrentState:{currentState}",139,44,"Read out cached package applicability for package: Package_for_KB3185319~31bf3856ad364e35~amd64~~11.2.1.0, ApplicableState: 112, CurrentState:112",139,66,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>.","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3185319~31bf3856ad364e35~amd64~~11.<*>, ApplicableState: <*>, CurrentState:<*>"
384,2016-09-28,04:30:35,Info,CBS,Session: 30546174_2217133 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,99,14,Session: [client name] initialized by client [agent name].,100,14,Session: {sessionId} initialized by client {clientName}.,99,14,Session: {sessionId}_initiatedByClient {clientName}.,100,17,Session: {clientId}_{timestamp} initialized by client {clientName},101,17,Session: {sessionId} initialized by client {clientName},101,14,Session: <*> by client WindowsUpdateAgent.,Session: [client name] initialized by client [agent name].,Session: <*> initialized by client <*>.,Session: <*> <*>.,Session: <*> initialized by client <*>,Session: <*> initialized by client <*>
385,2016-09-28,04:30:35,Info,CBS,Session: 30546174_2817168 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,99,14,Session: [id] initialized by client [client].,100,13,Session: 30546174_2817168 initialized by client WindowsUpdateAgent.,99,27,Session: {sessionId}_initiated by client {client}.,100,16,Session: {sessionId}_{clientName} initialized by client {clientName},101,18,Session: %s initialized by client %s.,101,12,Session: <*> by client WindowsUpdateAgent.,Session: [id] initialized by client [client].,Session: 30546174_2817168 initialized by client WindowsUpdateAgent.,Session: <*> by client <*>.,Session: <*> initialized by client <*>,Session: %s initialized by client %s.
386,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,31,"Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,31,"Read out cached package applicability for package: {package_name}, ApplicableState: {applicable_state}, CurrentState: {current_state}",138,35,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",139,29,"Read out cached package applicability for package: %packageName%, ApplicableState: %applicableState%, CurrentState:%currentState%",137,31,"Read out cached package applicability for package: Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",137,64,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: %packageName%, ApplicableState: %applicableState%, CurrentState:%currentState%","Read out cached package applicability for package: Package_for_KB3033929~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
387,2016-09-28,04:30:35,Info,CBS,Session: 30546174_8087469 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_{client_id} initialized by client WindowsUpdateAgent.,99,20,Session: 30546174_8087469 initialized by client {clientName}.,100,28,Session: {placeholders}.,99,8,Session: {sessionId}_initialized by client {clientName}.,100,16,Session: {sessionId}_{clientId} initialized by client {clientName}.,101,19,Session: %s initialized by client %s.,101,12,Session: <*> initialized by client WindowsUpdateAgent.,Session: 30546174_8087469 initialized by client <*>.,Session: <*>.,Session: <*> by client <*>.,Session: <*> initialized by client <*>.,Session: %s initialized by client %s.
388,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,30,"Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: {packageName}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,32,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",140,29,"Read out cached package applicability for package: %package%, ApplicableState: %ApplicableState%, CurrentState:%CurrentState%",138,30,"Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: %package%, ApplicableState: %ApplicableState%, CurrentState:%CurrentState%","Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
389,2016-09-28,04:30:35,Info,CBS,Session: 30546174_9517551 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_initialized by client WindowsUpdateAgent.,99,15,Session: {client_name} initialized by client {agent}.,100,14,Session: {sessionId} initialized by client {clientName}.,99,14,Session: <sessionId> initialized by client <clientName>.,100,14,Session: {clientId}_{sessionId} initialized by client {clientName}.,101,20,Session: %session% initialized by client %clientName%.,101,15,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <sessionId> initialized by client <clientName>.,Session: <*> initialized by client <*>.,Session: %session% initialized by client %clientName%.
390,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,30,"Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: [112], CurrentState:112",140,66,"Read out cached package applicability for package: {package_name}, ApplicableState: {applicable_state}, CurrentState: {current_state}",139,35,"Read out cached package applicability for package:{package name}, ApplicableState:{applicable state}, CurrentState:{current state}",140,29,"Read out cached package applicability for package: {packageName}~{architecture}~{language}~{version}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",138,40,"Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: [<*>], CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
391,2016-09-28,04:30:35,Info,CBS,Session: 30546174_9817568 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,99,14,Session: 30546174_9817568 initialized by client WindowsUpdateAgent.,100,27,Session: {client} initialized by client {agent}.,99,12,Session: {sessionId}_initiated by client {client}.,100,16,Session: {{clientName}} initialized by client {{clientName}}.,101,16,Session: 30546174_9817568 initialized by client WindowsUpdateAgent.,101,28,Session: <*> by client WindowsUpdateAgent.,Session: 30546174_9817568 initialized by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: {<*>} initialized by client {<*>}.,Session: 30546174_9817568 initialized by client WindowsUpdateAgent.
392,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",140,30,"Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",140,31,"Read out cached package applicability for package: {packageName}, ApplicableState: 112, CurrentState:112",139,30,"Read out cached package applicability for package:{package name}, ApplicableState:{applicable state}, CurrentState:{current state}",140,29,"Read out cached package applicability for package:{packageName}~{packageArchitecture}~{packageLanguage}~{packageVersion}, ApplicableState:{applicableState}, CurrentState:{currentState}",138,44,"Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
393,2016-09-28,04:30:35,Info,CBS,Session: 30546174_9927574 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_initialized by client WindowsUpdateAgent.,99,15,Session: {client_name} initialized by client {client_type}.,100,17,Session: {0}_{1} initialized by client {2}.,99,15,Session: <sessionID> initialized by client <clientName>.,100,14,Session: <client> initialized by client <client>,101,12,Session: %s initialized by client %s.,101,12,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <sessionID> initialized by client <clientName>.,Session: <client> initialized by client <client>,Session: %s initialized by client %s.
394,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",140,30,"Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: {Package_name}~{Package_version}~{Architecture}~~{Package_version}.{Package_revision}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,56,"Read out cached package applicability for package:{package name}, ApplicableState:{applicable state}, CurrentState:{current state}",140,29,"Read out cached package applicability for package: <packageName>, ApplicableState: <applicableState>, CurrentState:<currentState>",138,30,"Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <packageName>, ApplicableState: <applicableState>, CurrentState:<currentState>","Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
395,2016-09-28,04:30:35,Info,CBS,Session: 30546174_10127586 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_initialized by client WindowsUpdateAgent.,100,15,Session: {sessionId} initialized by client {clientName}.,101,14,Session: {0} initialized by client {1}.,100,12,Session: {sessionId}_initialized by client {client}.,101,15,Session: {sessionID}_{subSessionID} initialized by client {clientName},102,19,Session: %s initialized by client %s.,102,12,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: <*> initialized by client <*>,Session: %s initialized by client %s.
396,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3147071~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,30,"Read out cached package applicability for package: {package}, ApplicableState: {applicablestate}, CurrentState: {currentstate}.",140,31,"Read out cached package applicability for package: {package_name}, ApplicableState: {applicable_state}, CurrentState: {current_state}",139,35,"Read out cached package applicability for package:{package name}, ApplicableState:{state}, CurrentState:{state}",140,25,"Read out cached package applicability for package:{packageName}~{packageVersion}~{packageArchitecture}, ApplicableState:{applicableState}, CurrentState:{currentState}",138,40,"Read out cached package applicability for package: Package_for_KB3147071~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>.","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3147071~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
397,2016-09-28,04:30:35,Info,CBS,Session: 30546174_10517608 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_initialized by client WindowsUpdateAgent.,100,15,Session: {clientId} initialized by client {clientName}.,101,14,Session: {placeholders}.,100,8,Session: <sessionID> initialized by client <clientName>.,101,14,Session: <client> initialized by client <client>,102,12,Session: %sessionId% initialized by client %clientName%.,102,16,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*>.,Session: <sessionID> initialized by client <clientName>.,Session: <client> initialized by client <client>,Session: %sessionId% initialized by client %clientName%.
398,2016-09-28,04:30:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",137,31,"Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0",137,63,"Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",136,31,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",137,29,"Read out cached package applicability for package: <package>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>",135,29,"Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0",135,62,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <package>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>","Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
399,2016-09-28,04:30:35,Info,CBS,Session: 30546174_10537609 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,100,14,Session: {sessionId} initialized by client {clientName}.,101,14,Session: {clientId} initialized by client {clientName}.,100,14,Session: {sessionId}_initialized by client {clientName}.,101,16,Session: {sessionId}_{clientId} initialized by client {clientName}.,102,19,Session: %session% initialized by client %clientName%.,102,15,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: <*> initialized by client <*>.,Session: %session% initialized by client %clientName%.
