LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
358,2015-07-29,"19:33:13,728",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
359,2015-07-29,"19:33:15,851",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
360,2015-07-29,"19:33:15,853",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
361,2015-07-29,"19:33:15,963",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
362,2015-07-29,"19:33:15,965",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60717,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:60717,"Received connection request from {ip}:{port}'
The template of 'Error connecting to server' is 'Error connecting to server",Received connection request from <*>,of 'Error connecting to server' is 'Error connecting to server
363,2015-07-29,"19:33:19,190",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
364,2015-07-29,"19:33:19,298",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
365,2015-07-29,"19:33:19,303",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60726,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:60726,"Received connection request from {ip}:{port}'
'Received connection request from /10.10.34.13:60726'",Received connection request from <*>,Received connection request from <*>' 'Received connection request from <*>'
366,2015-07-29,"19:33:22,441",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
367,2015-07-29,"19:33:22,532",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50526,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.12:50526,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
368,2015-07-29,"19:33:23,749",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
369,2015-07-29,"19:33:25,872",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
370,2015-07-29,"19:33:25,873",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
371,2015-07-29,"19:33:25,983",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60750,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:60750,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.13:60750' is 'Error connecting to {ip}:{port}'
The template of 'Error connecting to 10.10.34.13:60750' is 'Error connecting to {ip}:{port}'",Received connection request from <*>,of 'Error connecting to <*>' is 'Error connecting to <*>' The
372,2015-07-29,"19:33:29,118",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
373,2015-07-29,"19:33:29,212",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
374,2015-07-29,"19:33:29,212",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50546,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.12:50546,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason:
1. Connection refused' is 'Error connecting to database. Reason:
1. Connection refused'
The template of 'Error connecting to database. Reason:
1. Connection refused' is 'Error connecting to database. Reason:
1. Connection refused",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
375,2015-07-29,"19:33:29,326",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
376,2015-07-29,"19:33:32,459",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
377,2015-07-29,"19:33:32,552",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
378,2015-07-29,"19:33:35,800",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
379,2015-07-29,"19:33:35,894",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
380,2015-07-29,"19:33:39,140",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
381,2015-07-29,"19:33:39,344",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
382,2015-07-29,"19:33:42,574",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
383,2015-07-29,"19:33:42,575",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50597,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.12:50597,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
384,2015-07-29,"19:33:42,678",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
385,2015-07-29,"19:33:42,688",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
386,2015-07-29,"19:33:45,916",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
387,2015-07-29,"19:33:46,025",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
388,2015-07-29,"19:33:46,026",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
389,2015-07-29,"19:33:49,162",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
390,2015-07-29,"19:33:49,364",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60834,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:60834,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
391,2015-07-29,"19:33:52,594",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
392,2015-07-29,"19:33:52,595",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50633,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.12:50633' is 'Error connecting to {ip}:{port}'
The template of 'Client 10.10.34.12:50633 disconnected' is 'Client {ip}:{port} disconnected","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to <*>' is 'Error connecting to <*>' The
393,2015-07-29,"19:33:55,843",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
394,2015-07-29,"19:33:55,844",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
395,2015-07-29,"19:33:55,935",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
396,2015-07-29,"19:33:59,385",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
397,2015-07-29,"19:34:02,725",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
398,2015-07-29,"19:34:05,861",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
399,2015-07-29,"19:34:05,862",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:48814,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:48814' is 'Error connecting to {ip}:{port}'
The template of 'Client 10.10.34.11:48814 disconnected' is 'Client {ip}:{port} disconnected","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to <*>' is 'Error connecting to <*>' The
400,2015-07-29,"19:34:05,863",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
401,2015-07-29,"19:34:05,863",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:48817,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:48817' is 'Error connecting to {ip}:{port}'
The template of 'Client 10.10.34.11:48817 disconnected' is 'Client {ip}:{port} disconnected","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to <*>' is 'Error connecting to <*>' The
402,2015-07-29,"19:34:05,958",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
403,2015-07-29,"19:34:06,067",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
404,2015-07-29,"19:34:09,294",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
405,2015-07-29,"19:34:09,294",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
406,2015-07-29,"19:34:09,295",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
407,2015-07-29,"19:34:12,634",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
408,2015-07-29,"19:34:12,742",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
409,2015-07-29,"19:34:12,745",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60918,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:60918,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.13:60918' is 'Error connecting to {ip}:{port}'
The template of 'Error connecting to 10.10.34.13:60918' is 'Error connecting to {ip}:{port}'",Received connection request from <*>,of 'Error connecting to <*>' is 'Error connecting to <*>' The
410,2015-07-29,"19:34:12,747",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
411,2015-07-29,"19:34:15,884",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
412,2015-07-29,"19:34:15,884",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
413,2015-07-29,"19:34:16,089",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
414,2015-07-29,"19:34:26,102",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
415,2015-07-29,"19:34:29,246",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
416,2015-07-29,"19:34:29,447",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
417,2015-07-29,"19:34:29,448",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60984,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:60984,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.13:60984' is 'Error connecting to {ip}:{port}'
The template of 'Client 10.10.34.13:60984 disconnected' is 'Client {ip}:{port} disconnected",Received connection request from <*>,of 'Error connecting to <*>' is 'Error connecting to <*>' The
418,2015-07-29,"19:34:32,782",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
419,2015-07-29,"19:34:32,788",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60996,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:60996,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.13:60996' is 'Error connecting to {ip}:{port}'
The template of 'Failed to authenticate user' is 'Failed to authenticate user'
The template of 'User logged in' is 'User logged in'
The template of 'User logged out' is 'User logged out'
The template of 'User not found'
'User not found'",Received connection request from <*>,of 'Error connecting to <*>' is 'Error connecting to <*>' The
420,2015-07-29,"19:34:39,358",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
421,2015-07-29,"19:34:42,809",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
422,2015-07-29,"19:34:46,038",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
423,2015-07-29,"19:34:46,038",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
424,2015-07-29,"19:34:49,487",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
