LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1218,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:08.163,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] VM Resumed (Lifecycle Event),E21,[instance: <*>] VM Resumed (Lifecycle Event),VM Resumed (Lifecycle Event),204,9,[{instance}] [{event}],206,7,[instance: {instance_id}] {event_type} ({event_details}),205,19,[{instance}: ] {event} ({lifecycle}),206,12,[instance: {uuid}] VM Resumed (Lifecycle Event),205,15,{instance} [{lifecycle}],205,10,VM Resumed (Lifecycle Event),[<*>] [<*>],[instance: <*>] <*> (<*>),[<*>: ] <*> (<*>),[instance: <*>] VM Resumed (Lifecycle Event),<*> [<*>]
1219,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:08.188,2931,INFO,nova.compute.manager,req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Took 20.83 seconds to build instance.,E12,[instance: <*>] Took <*> seconds to build instance.,"Took {time} seconds to build instance.'

The template of 'Failed to connect to MySQL server: Access denied for user \'root\'@\'10.11.10.1\' (using password: YES)' is 'Failed to connect to MySQL server: Access denied for user \'{user}\'@\'{host}\' (using password: {password})",209,86,Instance [instance:] took {duration} seconds to build.,211,13,[instance: {instance_id}] Took {time} seconds to build instance.,210,19,[instance: {instance_id}] Took {build_time} seconds to build instance.,211,21,[instance: {instance_id}] Took {time} seconds to build instance.,211,20,{instance_id} took {time} seconds to build instance.,211,16,Took <*> seconds to build instance.' The template of 'Failed to connect to MySQL server: Access denied for user \'root\'@\'<*>.1\' (using password: YES)' is 'Failed to connect to MySQL server: Access denied for user \'<*>'@\'<*>' (using password: <*>),Instance [instance:] took <*> seconds to build.,[instance: <*>] Took <*> seconds to build instance.,[instance: <*>] Took <*> seconds to build instance.,[instance: <*>] Took <*> seconds to build instance.,<*> took <*> seconds to build instance.
1220,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:09.312,25746,INFO,nova.osapi_compute.wsgi.server,req-623d521c-5e95-47e2-81e4-d6905cb6d4ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2556899",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",239,26,"{{ip_address}} ""GET {{endpoint}}"" status: {{status}} len: {{len}} time: {{time}}",240,27,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",239,26,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2556899",240,81,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"{<*>} ""GET <*>"" status: <*> len: <*> time: <*>","{<*>} ""GET {<*>}"" status: {<*>} len: {<*>} time: {<*>}","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1221,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:09.572,25746,INFO,nova.osapi_compute.wsgi.server,req-619e0308-cfbb-4b47-b280-8dfa8b9a257f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2556121",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",239,26,"10.11.10.1 ""GET /v2/{endpoint}"" status: {status} len: {len} time: {time}",240,34,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2556121",239,81,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2556121",240,81,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"{<*>} ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1222,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:10.135,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking,image {image_id} at ({path}): checking,248,13,image {id} at ({path}) checking...,248,11,image {image_id} at ({image_path}) {action},247,16,image {uuid} at ({path}): checking,248,11,{image_id} at ({path}): checking,248,13,{image_id} at {path}: checking,248,12,image <*> at (<*>): checking,image <*> at (<*>) checking...,image <*> at (<*>) <*>,image <*> at (<*>): checking,<*> at (<*>): checking,<*> at <*>: checking
1223,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:10.137,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage","image {image_id} at ({path}): in use: on this node {local_instances} local, {shared_instances} on other nodes sharing this instance storage",266,39,"{""image"": {""id"": ""{id}"", ""name"": ""{name}"", ""status"": ""{status}"", ""size"": ""{size}"", ""progress"": ""{progress}"", ""availability_zone"": ""{availability_zone}"", ""created_at"": ""{created_at}"", ""updated_at"": ""{updated_at}"", ""deleted"": false}}",266,74,"image {image_id} at (/var/lib/nova/instances/_base/<image_id>) in use: on this node {local_count}, 0 on other nodes sharing this instance storage",265,46,"image {image_id} at ({path}): in use: on this node {local_count} local, {remote_count} on other nodes sharing this instance storage",266,37,"{resource} ({path}): in use: on this node {local}, {other}",266,21,"image {image_id} at {path} in use: {in_use_count} on this node {node_count} local, {shared_storage_count} on other nodes sharing this instance storage",266,46,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage","{""image"": {""id"": ""<*>"", ""name"": ""<*>"", ""status"": ""<*>"", ""size"": ""<*>"", ""progress"": ""<*>"", ""availability_zone"": ""<*>"", ""created_at"": ""<*>"", ""updated_at"": ""<*>"", ""deleted"": <*>}}","image <*> at (<*>) in use: on this node <*>, <*> on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage","<*> (<*>): in use: on this node <*>, <*>","image <*> at <*> in use: <*> on this node <*> local, <*> on other nodes sharing this instance storage"
1224,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:10.315,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>,Active base files: {base_files},213,10,Active base files: /{instance_name}/_base/{uuid},214,16,Active base files: /var/lib/nova/instances/_base/{instance_id},213,22,Active base files: {file},214,8,Active base files: {base_path},214,10,{file_path} Active,214,8,Active base files: <*>,Active base files: <*>,Active base files: <*>,Active base files: <*>,Active base files: <*>,<*> Active
1225,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:14.377,25797,INFO,nova.metadata.wsgi.server,req-ca350bb1-e8ca-4c16-8049-9ac51c2dd13e - - - - -,"10.11.21.135,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.3158371",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","ip_address,{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",234,30,"{{ip_address}} ""GET {{endpoint}}"" status: {{status}} len: {{len}} time: {{time}}",235,27,"10.11.21.135,{ip_address} ""GET /openstack/2012-08-10/meta_data.json"" status: {status} len: {len} time: {time}",234,57,"[{source_ip}, {dest_ip}] ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,31,"{ip_addresses} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,26,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,32,"ip_address,<*> ""GET <*>"" status: <*> len: <*> time: <*>","{<*>} ""GET {<*>}"" status: {<*>} len: {<*>} time: {<*>}","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","[<*>, <*>] ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1226,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:14.605,25790,INFO,nova.metadata.wsgi.server,req-e840cb3c-2e87-4b1c-8d42-7817a506acd7 - - - - -,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2177148",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address}},{{ip_address}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",228,31,"IP address: {ip_address}, IP address 2: {ip_address2} ""GET {endpoint}/{date}"" status: {status} len: {len} time: {time}",229,43,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2177148",228,70,"{""{ip_address}, {ip_address}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,32,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,32,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,32,"{<*>},{<*>} ""GET <*>"" status: <*> len: <*> time: <*>","IP address: <*>, IP address <*>: <*> ""GET <*>/<*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","{""<*>, <*>} ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1227,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:14.919,25791,INFO,nova.metadata.wsgi.server,req-972078d5-4e3b-4133-b562-d6d29d9c0110 - - - - -,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2238431",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address1}},{{ip_address2}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",234,33,"{{ip_address}} ""GET {{endpoint}}"" status: {{status}} len: {{len}} time: {{time}}",235,27,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2238431",234,76,"[{ip_address}, {ip_address}] ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,31,"{ip_addresses} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,26,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,32,"{<*>},{<*>} ""GET <*>"" status: <*> len: <*> time: <*>","{<*>} ""GET {<*>}"" status: {<*>} len: {<*>} time: {<*>}","<*>,<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","[<*>, <*>] ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1228,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:14.932,25791,INFO,nova.metadata.wsgi.server,-,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.0010960",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address}},{{ip_address}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",234,31,"{{ip_address}} ""GET {{endpoint}}"" status: {{status}} len: {{len}} time: {{time}}",235,27,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json"" status: 200 len: 124 time: 0.0010960",234,71,"[{ip_address}, {ip_address}] ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,31,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,32,"{ip_addresses} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,26,"{<*>},{<*>} ""GET <*>"" status: <*> len: <*> time: <*>","{<*>} ""GET {<*>}"" status: {<*>} len: {<*>} time: {<*>}","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","[<*>, <*>] ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1229,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:15.022,25790,INFO,nova.metadata.wsgi.server,-,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0011439",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address}},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",232,31,"IP_ADDRESS,IP_ADDRESS ""GET {endpoint}"" status: {status} len: {len} time: {time}",233,30,"{{ip_addresses}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",232,27,"{""{ip_address}"", ""{ip_address}""} ""GET {endpoint}"" status: {status} len: {len} time: {time}",233,33,"{ip_addresses},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",233,32,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",233,32,"{<*>},<*> ""GET <*>"" status: <*> len: <*> time: <*>","IP_ADDRESS,IP_ADDRESS ""GET <*>"" status: <*> len: <*> time: <*>","{<*>} ""GET <*>"" status: <*> len: <*> time: <*>","{""<*>"", ""<*>""} ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1230,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:15.035,25790,INFO,nova.metadata.wsgi.server,-,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0009611",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{""ip_address1"",""ip_address2""} ""GET {endpoint}"" status: {status} len: {len} time: {time}",234,32,"{{ip_address}} ""GET {{endpoint}}"" status: {{status}} len: {{len}} time: {{time}}",235,27,"{""ip_address_1"": ""{ip_address_1}"", ""ip_address_2"": ""{ip_address_2}""} ""GET {endpoint}"" status: {status} len: {len} time: {time}",234,50,"{""{ip_addresses}"", ""{ip_address}"" ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,33,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,32,"{host_name},{client_ip} ""GET {url}"" status: {status} len: {len} time: {time}",235,32,"{""ip_address1"",""ip_address2""} ""GET <*>"" status: <*> len: <*> time: <*>","{<*>} ""GET {<*>}"" status: {<*>} len: {<*>} time: {<*>}","{""ip_address_1"": ""<*>"", ""ip_address_2"": ""<*>""} ""GET <*>"" status: <*> len: <*> time: <*>","{""<*>"", ""<*>"" ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1231,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:15.272,25774,INFO,nova.metadata.wsgi.server,req-57347641-fcb9-4d81-a320-5b050607d370 - - - - -,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2257981",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address1}},{ip_address2} ""GET {endpoint}"" status: {status} len: {len} time: {time}",234,33,"{{ip_address}} ""GET {{endpoint}}"" status: {{status}} len: {{len}} time: {{time}}",235,27,"{ip_address1},{ip_address2} ""GET {endpoint}"" status: {status} len: {len} time: {time}",234,33,"{""{ip_address}"", ""{ip_address}""} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,33,"{ip_addresses} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,26,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",235,32,"{<*>},<*> ""GET <*>"" status: <*> len: <*> time: <*>","{<*>} ""GET {<*>}"" status: {<*>} len: {<*>} time: {<*>}","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","{""<*>"", ""<*>""} ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1232,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:15.287,25774,INFO,nova.metadata.wsgi.server,-,"10.11.21.135,10.11.10.1 ""GET /latest/meta-data/ HTTP/1.1"" status: 200 len: 328 time: 0.0007021",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{""ip_address1"",""ip_address2""} ""GET {endpoint}"" status: {status} len: {len} time: {time}",221,32,"IP address: {ip_address}, IP address: {ip_address}",222,17,"10.11.21.135,{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",221,39,"{""{ip_address}"", ""{ip_address}""} ""GET {endpoint}"" status: {status} len: {len} time: {time}",222,33,"{ip_addresses} ""GET {endpoint}"" status: {status} len: {len} time: {time}",222,26,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",222,32,"{""ip_address1"",""ip_address2""} ""GET <*>"" status: <*> len: <*> time: <*>","IP address: <*>, IP address: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","{""<*>"", ""<*>""} ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1233,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:15.370,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking,image {image_id} at ({path}): checking,248,13,image {id} at ({path}) checking...,248,11,image {image_id} at ({image_path}) {action},247,16,image {uuid} at ({path}): checking,248,11,{image_id} at ({path}): checking,248,13,{image_id} at {path}: checking,248,12,image <*> at (<*>): checking,image <*> at (<*>) checking...,image <*> at (<*>) <*>,image <*> at (<*>): checking,<*> at (<*>): checking,<*> at <*>: checking
1234,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:15.371,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage","image {image_id} at ({path}): in use: on this node {local_instances} local, {shared_instances} on other nodes sharing this instance storage",266,39,"{""image"": {""id"": ""{id}"", ""name"": ""{name}"", ""status"": ""{status}"", ""size"": ""{size}"", ""progress"": ""{progress}"", ""availability_zone"": ""{availability_zone}"", ""created_at"": ""{created_at}"", ""updated_at"": ""{updated_at}"", ""deleted"": false}}",266,74,"image {image_id} at (/var/lib/nova/instances/_base/<image_id>) in use: on this node {local_count}, 0 on other nodes sharing this instance storage",265,46,"image {image_id} at ({path}): in use: on this node {local_count} local, {remote_count} on other nodes sharing this instance storage",266,37,"{resource} ({path}): in use: on this node {local}, {other}",266,21,"image {image_id} at {path} in use: {in_use_count} on this node {node_count} local, {shared_storage_count} on other nodes sharing this instance storage",266,46,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage","{""image"": {""id"": ""<*>"", ""name"": ""<*>"", ""status"": ""<*>"", ""size"": ""<*>"", ""progress"": ""<*>"", ""availability_zone"": ""<*>"", ""created_at"": ""<*>"", ""updated_at"": ""<*>"", ""deleted"": <*>}}","image <*> at (<*>) in use: on this node <*>, <*> on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage","<*> (<*>): in use: on this node <*>, <*>","image <*> at <*> in use: <*> on this node <*> local, <*> on other nodes sharing this instance storage"
1235,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:15.537,25799,INFO,nova.metadata.wsgi.server,req-705dd9dc-0fad-4523-b0ef-0524abc6f12a - - - - -,"10.11.21.135,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" status: 200 len: 124 time: 0.2319629",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",227,27,"{{ip_address}} ""GET {{endpoint}}"" status: {{status}} len: {{len}} time: {{time}}",228,27,"[{ip_address1}, {ip_address2}] ""GET {endpoint}"" status: {status} len: {len} time: {time}",227,33,"{{ip_addresses}},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",228,32,"{ip_addresses},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",228,32,"{hostname},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",228,31,"<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","{<*>} ""GET {<*>}"" status: {<*>} len: {<*>} time: {<*>}","[<*>, <*>] ""GET <*>"" status: <*> len: <*> time: <*>","{<*>},<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1236,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:09:15.546,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>,Active base files: {base_files},213,10,Active base files: /{instance_name}/_base/{uuid},214,16,Active base files: /var/lib/nova/instances/_base/{instance_id},213,22,Active base files: {file},214,8,Active base files: {base_path},214,10,{file_path} Active,214,8,Active base files: <*>,Active base files: <*>,Active base files: <*>,Active base files: <*>,Active base files: <*>,<*> Active
1237,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:15.549,25799,INFO,nova.metadata.wsgi.server,-,"10.11.21.135,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ami HTTP/1.1"" status: 200 len: 119 time: 0.0006430",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address}},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",228,31,"IP Address,IP Address ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,26,"{""ip_address_1"": ""{ip_address_1}"", ""ip_address_2"": ""{ip_address_2}""}'

The template of '10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2494071' is '{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",228,143,"{""{ip_address}"", ""{ip_address}""} ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,33,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,32,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,32,"{<*>},<*> ""GET <*>"" status: <*> len: <*> time: <*>","IP Address,IP Address ""GET <*>"" status: <*> len: <*> time: <*>","{""ip_address_1"": ""<*>"", ""ip_address_2"": ""<*>""}' The template of '<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>' is '<*> ""GET <*>"" status: <*> len: <*> time: <*>","{""<*>"", ""<*>""} ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
1238,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:09:15.642,25797,INFO,nova.metadata.wsgi.server,-,"10.11.21.135,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.0009499",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{""ip_address_1"",""ip_address_2""} ""GET {endpoint}"" status: {status} len: {len} time: {time}",228,34,"IP_ADDRESS,IP_ADDRESS ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,30,"{{ip_addresses}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",228,27,"{""{ip_address}"", ""{ip_address}""} ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,33,"{ip_addresses},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,32,"{ip_address},{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",229,32,"{""ip_address_1"",""ip_address_2""} ""GET <*>"" status: <*> len: <*> time: <*>","IP_ADDRESS,IP_ADDRESS ""GET <*>"" status: <*> len: <*> time: <*>","{<*>} ""GET <*>"" status: <*> len: <*> time: <*>","{""<*>"", ""<*>""} ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*>,<*> ""GET <*>"" status: <*> len: <*> time: <*>"
