LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
266,17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 15 took 15 ms,E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable {variable} took {time} ms,82,13,Reading broadcast variable {variable} took {time_taken} ms,83,16,Reading broadcast variable {variable} took {time} ms,82,13,Reading broadcast variable {variable} took {time} ms,83,13,Reading broadcast variable {variable} took {time} ms,81,14,Reading broadcast variable {variable} took {time} ms,81,14,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
267,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block broadcast_15 stored as values in memory (estimated size 9.2 KB, free 416.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_{id} stored as values in memory (estimated size {size}, free {free})",100,22,"Block broadcast_15 stored as values in memory (estimated size {size}, free {free})",102,23,"Block {variable} stored as values in memory (estimated size {size}, free {free})",101,22,"Block {block_id} stored as values in memory (estimated size {size}, free {free})",102,24,"Block broadcast_{block} stored as values in memory (estimated size {size} KB, free {free} KB)",97,26,"Block broadcast_{id} stored as values in memory (estimated size {size}, free {free})",97,24,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_15 stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
268,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally,Found block rdd_2_0 locally,79,10,Found block rdd_2_0 locally,80,10,Found block {block_name} locally,79,9,Found block {block} locally,80,7,Found block rdd_{rddId}_{partitionId} locally,78,15,Found block rdd_2_0 at local {path},78,14,Found block rdd_2_0 locally,Found block rdd_2_0 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,Found block rdd_2_0 at local <*>
269,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally,Found block rdd_2_{id} locally,79,11,Found block rdd_2_4 locally,80,10,Found block rdd_2_4 locally,79,10,Found block {block} locally,80,7,Found block {blockId} locally,78,9,Found block rdd_2_4 locally at {path},78,14,Found block <*> locally,Found block rdd_2_4 locally,Found block rdd_2_4 locally,Found block <*> locally,Found block <*> locally,Found block rdd_2_4 locally at <*>
270,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally,Found block rdd_2_3 locally,79,10,Found block rdd_2_3 locally,80,10,Found block {block} locally,79,7,Found block {blockId} locally,80,8,Found block {blockId} locally,78,9,"Found block rdd_2_3 locally, size {size} bytes",78,17,Found block rdd_2_3 locally,Found block rdd_2_3 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,"Found block rdd_2_3 locally, size <*> bytes"
271,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_2 locally,E10,Found block <*> locally,Found block rdd_2_2 locally,79,10,Found block rdd_2_2 locally,80,10,Found block {block_name} locally,79,9,Found block {blockId} locally,80,8,Found block rdd_{rddId}_{partitionId} locally,78,15,Found block rdd_2_2 locally,78,11,Found block rdd_2_2 locally,Found block rdd_2_2 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,Found block rdd_2_2 locally
272,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally,Found block rdd_2_1 locally,79,10,Found block rdd_2_1 locally,80,10,Found block {block_name} locally,79,9,Found block {block} locally,80,7,Found block rdd_{id}_{index} locally,78,12,"Found block rdd_2_1 at {path}, size = {size}",78,19,Found block rdd_2_1 locally,Found block rdd_2_1 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,"Found block rdd_2_1 at <*>, size = <*>"
273,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 39, boot = -107, init = 146, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"{total} times, {boot} boot, {init} init, {finish} finished",95,21,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times, <*> boot, <*> init, <*> finished"
274,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 41, boot = -100, init = 141, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"{total} times: {boot}, {init}, {finish}",95,17,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: <*>, <*>, <*>"
275,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 42, boot = -99, init = 141, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,26,"{total} times: {boot} boot, {init} init, {finish} finish",94,21,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: <*> boot, <*> init, <*> finish"
276,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 39, boot = -103, init = 142, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
277,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 42, boot = -101, init = 143, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"{total} times, {boot} started, {init} initialized, {finish} finished",95,21,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times, <*> started, <*> initialized, <*> finished"
278,17/06/09,20:10:53,INFO,executor.Executor,Finished task 0.0 in stage 6.0 (TID 247). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id}.{task_duration} in stage {stage_id}.{stage_duration} (TID {TID}). {result_bytes} bytes result sent to driver,101,43,Finished task {stage}.{tid}. {result_bytes} bytes result sent to driver,102,20,Finished task {task_index}.{task_stage} (TID {task_id}). {result_size} bytes result sent to driver,101,32,Finished task {task_id}.{stage} in stage {stage}.{bytes} (TID {tid}). {bytes} bytes result sent to driver,102,34,Finished task {task_id}.{task_index} in stage {stage_id}.{stage_index} ({task_name}). {result_size} bytes result sent to driver,101,45,Finished task {taskId}. {resultSize} bytes result sent to driver,101,19,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*>. <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*>. <*> bytes result sent to driver
279,17/06/09,20:10:53,INFO,executor.Executor,Finished task 3.0 in stage 6.0 (TID 278). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id} in stage {stage_id} ({TID}). {result_size} bytes result sent to driver,101,30,Finished task {stage}.{tid}.{task_name} ({result_size}),102,20,Finished task {task}. {result} bytes result sent to driver,101,15,Finished task {task_id}.{stage} ({tid}). {bytes} bytes result sent to driver,102,23,Finished task {taskId}.{stageId} in stage {stageId}.{stageAttemptId} ({taskAttemptId}). {resultSize} bytes result sent to driver,101,43,Finished task {taskNum}.{stageNum} ({tid}). {resultSize} bytes result sent to driver,101,27,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> (<*>),Finished task <*>. <*> bytes result sent to driver,Finished task <*> (<*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> (<*>). <*> bytes result sent to driver
280,17/06/09,20:10:53,INFO,executor.Executor,Finished task 2.0 in stage 6.0 (TID 273). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id} in stage {stage_id} ({TID}). {bytes} bytes result sent to driver,101,28,Finished task {stage}.{tid}.{result_bytes} in stage {stage} ({task_id}).,102,25,Finished task {task_name} in stage {stage} (TID {tid}). {result_size} bytes result sent to driver,101,30,Finished task {task_id}.{stage} in stage {tid}. {bytes} bytes result sent to driver,102,25,Finished task {task_id}.{stage_id} in stage {stage_id}.{attempt_number} ({executor_id}). {result_bytes} bytes result sent to driver,101,47,Finished task {taskNum}.{stageNum} ({taskId}) in stage {stageNum} ({stageId}). {bytesSent} bytes result sent to driver,101,38,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (<*>).,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> (<*>) in stage <*> (<*>). <*> bytes result sent to driver
281,17/06/09,20:10:53,INFO,executor.Executor,Finished task 4.0 in stage 6.0 (TID 279). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id}.{stage_id} ({TID}) in stage {stage_id}.0. {bytes} bytes result sent to driver,101,35,Finished task {stage}.{tid}. {duration} bytes result sent to driver,102,18,Finished task {task_id} in stage {stage} (TID {tid}). {result_size} bytes result sent to driver,101,30,Finished task {task_id}.{stage} ({tid}). {bytes} bytes result sent to driver,102,23,Finished task {taskId}.{stageId} in stage {stageId} (TID {threadId}). {resultSize} bytes result sent to driver,101,37,Finished task {taskId} in stage {stageId} ({partitionId}). {bytesSentToDriver} bytes result sent to driver,101,31,Finished task <*> (<*>) in stage <*>. <*> bytes result sent to driver,Finished task <*>. <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (<*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver
282,17/06/09,20:10:53,INFO,executor.Executor,Finished task 1.0 in stage 6.0 (TID 261). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id} in stage {stage_id} ({TID}). {result_size} bytes result sent to driver,101,30,"Finished task {stage}.{tid}. {name} in {time_elapsed} ms, {bytes_sent} bytes result sent to driver",102,32,Finished task {task_name} in stage {stage} (TID {task_id}). {result_bytes} bytes result sent to driver,101,32,Finished task {task}.{stage} in stage {tid}. {bytes} bytes result sent to driver,102,23,Finished task {taskId}.{stageId} in stage {stageId}.{attemptId} ({hostname}). {resultSize} bytes result sent to driver,101,40,Finished task {}.{} in stage {}.{} (TID {task_id}). {} bytes result sent to driver,101,28,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver,"Finished task <*>. <*> in <*> ms, <*> bytes result sent to driver",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
283,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 285,E11,Got assigned task <*>,Got assigned task {task_id},78,10,Got assigned task {task_id},79,10,Got assigned task {task},78,8,Got assigned task {task_id},79,10,Got assigned task {task},77,8,Got assigned task {task_id},77,10,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
284,17/06/09,20:10:53,INFO,executor.Executor,Running task 0.0 in stage 7.0 (TID 285),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.{task_attempt} in stage {stage_id}.{stage_attempt} (TID {task_id}),89,35,Running task {tid} in stage {stage}.{index} (TID {tid}),90,20,Running task {task} in stage {stage} (TID {tid}),89,17,Running task {task_id}.{stage} in stage {stage} (TID {tid}),90,22,Running task {task_id}.{partition_id} in stage {stage_id}.{attempt_number} (TID {thread_id}),88,37,Running task {task_id}.{partition_index} in stage {stage} ({task_id}),88,25,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>)
285,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 299,E11,Got assigned task <*>,Got assigned task {task},78,8,Got assigned task {task_id},79,10,Got assigned task {task_id},78,10,Got assigned task {task_id},79,10,Got assigned task {task},77,8,Got assigned task {task},77,8,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
286,17/06/09,20:10:53,INFO,executor.Executor,Running task 1.0 in stage 7.0 (TID 299),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {tid}),89,23,Running task 1.0 in stage {stage} (TID {tid}),90,18,Running task {task} in stage {stage} (TID {tid}),89,17,Running task {task}.{stage} in stage {tid},90,14,Running task {taskId}.{partitionId} in stage {stageId}.{attemptId} (TID {threadId}),88,32,Running task {task_id} in stage {stage_id} ({task_attempt}),88,22,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*>,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>)
287,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 312,E11,Got assigned task <*>,Got assigned task {task},78,8,Got assigned task {task_id},79,10,Got assigned task {task_id},78,10,Got assigned task {task_id},79,10,Got assigned task {taskId},77,9,Got assigned task {task_id},77,10,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
288,17/06/09,20:10:53,INFO,executor.Executor,Running task 2.0 in stage 7.0 (TID 312),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {tid}),89,23,Running task 2.0 in stage {stage} (TID {tid}),90,18,Running task 2.0 in stage 7.0 (TID 312),89,21,Running task {task}.{stage} in stage {tid},90,14,Running task {taskId}.{partitionId} in stage {stageId}.{attemptId} (TID {threadId}),88,32,Running task {task_id} in stage {stage_id} ({task_index}),88,21,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*>,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>)
289,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 318,E11,Got assigned task <*>,Got assigned task {task_id},78,10,Got assigned task {task_id},79,10,Got assigned task {task},78,8,Got assigned task {task_id},79,10,Got assigned task {task_id},77,10,Got assigned task {task_id},77,10,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
290,17/06/09,20:10:53,INFO,executor.Executor,Running task 3.0 in stage 7.0 (TID 318),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {tid}),89,23,Running task {task_id}.{stage}.{tid} in stage {stage},90,19,Running task {task_id} in stage {stage} (TID {tid}),89,19,Running task {task_id}.{stage} in stage {stage} (TID {tid}),90,22,Running task {task_id}.{stage_id} in stage {stage_id} ({task_id}),88,27,Running task {task} in stage {stage} ({tid}),88,15,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*>,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>),Running task <*> in stage <*> (<*>)
291,17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 16,E29,Started reading broadcast variable <*>,Started reading broadcast variable {variable},78,9,Started reading broadcast variable {variable},79,9,Started reading broadcast variable {variable},78,9,Started reading broadcast variable {variable},79,9,Started reading broadcast variable {variable},77,9,Started reading broadcast variable {variable},77,9,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>
292,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 319,E11,Got assigned task <*>,Got assigned task {task},78,8,Got assigned task {task_id},79,10,Got assigned task {task},78,8,Got assigned task {task},79,8,Got assigned task {task},77,8,Got assigned task {taskId},77,9,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
293,17/06/09,20:10:53,INFO,executor.Executor,Running task 4.0 in stage 7.0 (TID 319),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {task_id}),89,25,Running task {task_id}.{stage}.(TID {tid}) in stage {stage},90,22,Running task {task} in stage {stage} (TID {tid}),89,17,Running task {task_id}.{stage} in stage {stage} (TID {tid}),90,22,Running task {taskId}.{stageId} in stage {stageId}.{taskAttemptId},88,25,Running task {taskId} in stage {stageId} (TID {tid}),88,20,Running task <*> in stage <*> (TID <*>),Running task <*>.(TID <*>) in stage <*>,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*>,Running task <*> in stage <*> (TID <*>)
294,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block broadcast_16_piece0 stored as bytes in memory (estimated size 5.6 KB, free 422.1 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_{variable}_piece0 stored as bytes in memory (estimated size {size}, free {free})",103,24,"Block broadcast_16_piece0 stored as bytes in memory (estimated size {size}, free {free}).",106,27,"Block {block_name} stored as bytes in memory (estimated size {size} bytes, free {free_memory} bytes)",105,30,"Block {block} stored as bytes in memory (estimated size {size} KB, free {free} KB)",106,28,"Block broadcast_{variable}_piece{index} stored as bytes in memory (estimated size {size}, free {free})",100,28,"Block broadcast_16_piece{pieceNumber}_piece{pieceNumber} stored as bytes in memory (estimated size {size}, free {free})",100,35,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_16_piece0 stored as bytes in memory (estimated size <*>, free <*>).","Block <*> stored as bytes in memory (estimated size <*> bytes, free <*> bytes)","Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
295,17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 16 took 13 ms,E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable {variable} took {time} ms,82,13,Reading broadcast variable {variable} took {ms} ms,83,13,Reading broadcast variable {variable} took {time} ms,82,13,Reading broadcast variable {variable} took {time} ms,83,13,Reading broadcast variable {variable} took {time} ms,81,14,Reading broadcast variable {variable} took {time} ms,81,14,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
296,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block broadcast_16 stored as values in memory (estimated size 9.8 KB, free 432.0 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_{id} stored as values in memory (estimated size {size}, free {free})",100,22,"Block broadcast_16 stored as values in memory (estimated size {size}, free {free})",102,23,"Block {block_name} stored as values in memory (estimated size {estimated_size} KB, free {free_size} KB)",101,36,"Block {block_id} stored as values in memory (estimated size {size}, free {free_memory})",102,26,"Block broadcast_{broadcast_id} stored as values in memory (estimated size {size}, free {free_memory}",97,28,"Block broadcast_<number> stored as values in memory (estimated size <size>, free <free>)",97,25,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_16 stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as values in memory (estimated size <*>, free <*>","Block broadcast_<number> stored as values in memory (estimated size <size>, free <free>)"
297,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_11_0 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} not found, computing it",83,10,"Partition rdd_{partition_number}_0 not found, computing it",85,17,"Partition {partition_name} not found, computing it",84,13,"Partition {partition} not found, computing it",85,11,"Partition {partition} not found, computing it",83,12,Computing partition {partitionId} of RDD {rddName},83,16,"Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it",Computing partition <*> of RDD <*>
298,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_11_4 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} not found, computing it",83,10,"Partition rdd_11_4 not found, computing it",85,15,"Partition {partition_id} not found, computing it",84,13,"Partition {rdd}_{partition} not found, computing it",85,15,"Partition {partition} not found, computing it",83,12,"Partition rdd_{partitionId}_{partitionNum} not found, computing it",83,19,"Partition <*> not found, computing it","Partition rdd_11_4 not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it"
299,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_11_3 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} not found, computing it",83,10,"Partition rdd_{partition_id}_{stage} not found, computing it",85,19,"Partition {partition} not found, computing it",84,11,"Partition {partition} not found, computing it",85,11,"Partition {partition} not found, computing it",83,12,"Partition rdd_{partition_id}_{num_partitions} not found, computing it",83,22,"Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it"
300,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_11_2 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} not found, computing it",83,10,"Partition rdd_{partition} not found, computing it",85,14,"Partition {partition} not found, computing it",84,11,"Partition {partition} not found, computing it",85,11,"Partition {partition} not found, computing it",83,12,Computing partition {partition} for rdd {rdd},83,14,"Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it",Computing partition <*> for rdd <*>
301,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_11_1 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} of rdd_{rdd_id}_{parent_id} not found, computing it",83,23,"Partition rdd_11_1 not found, computing it",85,15,"Partition {partition} not found, computing it",84,11,"Partition {partition} not found, computing it",85,11,"Partition {partition} not found, computing it",83,12,"Computing partition {partition} for key {key}, value {value}",83,17,"Partition <*> of <*> not found, computing it","Partition rdd_11_1 not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Computing partition <*> for key <*>, value <*>"
302,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally,Found block rdd_2_0 locally,79,10,Found block rdd_2_0 locally,80,10,Found block {block_name} locally,79,9,Found block {block} locally,80,7,Found block rdd_{rddId}_{partitionId} locally,78,15,Found block rdd_2_0 at local {path},78,14,Found block rdd_2_0 locally,Found block rdd_2_0 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,Found block rdd_2_0 at local <*>
303,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally,Found block rdd_2_{id} locally,79,11,Found block rdd_2_4 locally,80,10,Found block rdd_2_4 locally,79,10,Found block {block} locally,80,7,Found block {blockId} locally,78,9,Found block rdd_2_4 locally at {path},78,14,Found block <*> locally,Found block rdd_2_4 locally,Found block rdd_2_4 locally,Found block <*> locally,Found block <*> locally,Found block rdd_2_4 locally at <*>
