LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
372,2015-10-18,"18:03:07,608",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
373,2015-10-18,"18:03:08,655",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",102,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Recalculating schedule, headroom=<memory:<*>, vCores:<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
374,2015-10-18,"18:03:08,655",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
375,2015-10-18,"18:03:09,702",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",102,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Recalculating schedule, headroom=<memory:<*>, vCores:<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
376,2015-10-18,"18:03:09,702",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
377,2015-10-18,"18:03:09,858",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.19209063,E80,Progress of TaskAttempt <*> is : <*>,112,"Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : {progress}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>
Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.19209063
Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>","Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*> Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : <*> Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>"
378,2015-10-18,"18:03:10,171",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt <*> is : <*>,111,"Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : {progress}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<m_|_r_> is : <progress>'
Could you please provide me with the log message you would like me to abstract?","Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<m_|_r_> is : <progress>' Could you please provide me with the log message you would like me to abstract?
379,2015-10-18,"18:03:10,561",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,E80,Progress of TaskAttempt <*> is : <*>,111,"Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : {progress}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence> is : <progress>'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523
Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence> is : <progress>","Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence> is : <progress>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*> Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*> Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence> is : <progress>"
380,2015-10-18,"18:03:10,733",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",102,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Recalculating schedule, headroom=<memory:<*>, vCores:<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
381,2015-10-18,"18:03:10,733",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
382,2015-10-18,"18:03:10,733",INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,E80,Progress of TaskAttempt <*> is : <*>,112,"Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : {progress}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence_number> is : <progress>'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>
Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553
Progress of TaskAttempt attempt_{attempt_id}_{task_id}_{map_id}_{attempt_id}_{sequence_number} is : <progress>","Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence_number> is : <progress>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*> Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*> Progress of TaskAttempt <*> is : <progress>"
383,2015-10-18,"18:03:11,764",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",102,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Recalculating schedule, headroom=<memory:<*>, vCores:<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
384,2015-10-18,"18:03:11,764",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
385,2015-10-18,"18:03:12,796",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",102,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Recalculating schedule, headroom=<memory:<*>, vCores:<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
386,2015-10-18,"18:03:12,796",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
387,2015-10-18,"18:03:12,874",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.19209063,E80,Progress of TaskAttempt <*> is : <*>,112,"Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : {progress}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>
Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.19209063
Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>","Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*> Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : <*> Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>"
388,2015-10-18,"18:03:13,577",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt <*> is : <*>,111,"Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : {progress}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<m_|_r_> is : <progress>'
Could you please provide me with the log message you would like me to abstract?","Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<m_|_r_> is : <progress>' Could you please provide me with the log message you would like me to abstract?
389,2015-10-18,"18:03:13,827",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",102,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Recalculating schedule, headroom=<memory:<*>, vCores:<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
390,2015-10-18,"18:03:13,827",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
391,2015-10-18,"18:03:13,983",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,E80,Progress of TaskAttempt <*> is : <*>,111,"Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : {progress}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence> is : <progress>'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523
Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence> is : <progress>","Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence> is : <progress>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*> Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*> Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence> is : <progress>"
392,2015-10-18,"18:03:14,155",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,E80,Progress of TaskAttempt <*> is : <*>,112,"Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : {progress}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence_number> is : <progress>'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>
Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553
Progress of TaskAttempt attempt_{attempt_id}_{task_id}_{map_id}_{attempt_id}_{sequence_number} is : <progress>","Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<sequence_number> is : <progress>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*> Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*> Progress of TaskAttempt <*> is : <progress>"
393,2015-10-18,"18:03:14,843",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",102,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Recalculating schedule, headroom=<memory:<*>, vCores:<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
394,2015-10-18,"18:03:14,843",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
395,2015-10-18,"18:03:15,858",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",102,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Recalculating schedule, headroom=<memory:<*>, vCores:<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
396,2015-10-18,"18:03:15,858",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
397,2015-10-18,"18:03:15,921",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.20639901,E80,Progress of TaskAttempt <*> is : <*>,112,"Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : {progress}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>
Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.20639901
Progress of TaskAttempt attempt_{attempt_id}_{task_id}_{map_id}_{attempt_id}_{hostname} is : <progress>","Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<map_id>_<attempt_id>_<hostname> is : <progress>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*> Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : <*> Progress of TaskAttempt <*> is : <progress>"
398,2015-10-18,"18:03:16,905",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",102,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Recalculating schedule, headroom=<memory:<*>, vCores:<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
399,2015-10-18,"18:03:16,905",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,100,"Reduce slow start threshold not met. completedMapsForReduceSlowstart={completedMapsForReduceSlowstart}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart {completedMaps}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Reduce slow start threshold not met. completedMapsForReduceSlowstart=<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
400,2015-10-18,"18:03:17,296",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt <*> is : <*>,111,"Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : {progress}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<m_|_r_> is : <progress>'
Could you please provide me with the log message you would like me to abstract?","Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<m_|_r_> is : <progress>' Could you please provide me with the log message you would like me to abstract?
