LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1190,Dec,10,10:56:02,LabSZ,24970,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1191,Dec,10,10:56:02,LabSZ,24972,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1192,Dec,10,10:56:04,LabSZ,24972,Failed password for root from 183.62.140.253 port 51502 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} {protocol},118,18,Failed password for {user} from {IP} port {port} ssh2,119,17,Failed password for {user} from {client_ip} port {client_port} ssh2,114,22,Failed password for {user}@{hostname} from {source_ip} port {port} ssh2,114,25,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@<*> from <*> port <*> ssh2
1193,Dec,10,10:56:04,LabSZ,24972,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1194,Dec,10,10:56:05,LabSZ,24975,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1195,Dec,10,10:56:06,LabSZ,24975,Failed password for root from 183.62.140.253 port 51925 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} ssh2,118,17,Failed password for {user} from {IP} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user} from {hostname} port {port} ssh2,114,19,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1196,Dec,10,10:56:06,LabSZ,24975,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1197,Dec,10,10:56:07,LabSZ,24977,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1198,Dec,10,10:56:08,LabSZ,24977,Failed password for root from 183.62.140.253 port 52269 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip}:{port} ssh2,118,16,Failed password for {user} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user} from {source} port {port} ssh2,114,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1199,Dec,10,10:56:08,LabSZ,24977,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1200,Dec,10,10:56:09,LabSZ,24979,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1201,Dec,10,10:56:10,LabSZ,24979,Failed password for root from 183.62.140.253 port 52663 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {user} from {ip}:{port} ssh2,119,16,Failed password for {user} from {ip} port {port} ssh2,118,17,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user} from {source} port {port} ssh2,114,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1202,Dec,10,10:56:10,LabSZ,24979,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1203,Dec,10,10:56:10,LabSZ,24981,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1204,Dec,10,10:56:12,LabSZ,24981,Failed password for root from 183.62.140.253 port 52962 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,118,17,Failed password for {user} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user}@[%h] from %u port %p ssh2,114,21,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@[%h] from %u port %p ssh2
1205,Dec,10,10:56:12,LabSZ,24981,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1206,Dec,10,10:56:12,LabSZ,24983,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1207,Dec,10,10:56:14,LabSZ,24983,Failed password for root from 183.62.140.253 port 53309 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} {protocol},118,18,Failed password for {user} from {IP} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user}@{hostname} [preauth],114,17,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@<*> [preauth]
1208,Dec,10,10:56:14,LabSZ,24983,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1209,Dec,10,10:56:14,LabSZ,24985,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1210,Dec,10,10:56:16,LabSZ,24985,Failed password for root from 183.62.140.253 port 53697 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} {protocol},118,18,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user} from {source} port {port} ssh2,114,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1211,Dec,10,10:56:16,LabSZ,24985,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1212,Dec,10,10:56:16,LabSZ,24987,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1213,Dec,10,10:56:18,LabSZ,24987,Failed password for root from 183.62.140.253 port 54137 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} ssh2,118,17,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {client_ip} port {port} ssh2,114,20,Failed password for {user} from {host} port {port} ssh2,114,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1214,Dec,10,10:56:18,LabSZ,24987,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
